SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Joining Location,Age,Status,Joining Status
9401,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,ETS,Hyderabad,27,Not Joined,1
9402,2368367,Yes,34,60,E2,50,31.25,-12.5,No,No,Male,Employee Referral,7,ERS,Chennai,32,Not Joined,1
9403,2368388,Yes,29,90,E1,52.17,31.52,-13.57,No,No,Male,Employee Referral,4,BFSI,Bangalore,27,Not Joined,1
9404,2368454,No,45,30,E1,12,34.72,20.29,No,No,Male,Agency,2,INFRA,Gurgaon,23,Not Joined,1
9405,2368479,Yes,25,45,E2,40,35,-3.57,No,No,Male,Agency,10,ERS,Bangalore,34,Not Joined,1
9406,2368484,Yes,0,90,E2,44.44,-11.11,-38.46,No,No,Male,Agency,3,INFRA,Chennai,25,Not Joined,1
9407,2368485,Yes,8,30,E1,3.55,-23.08,-25.71,No,No,Female,Agency,1,INFRA,Noida,28,Not Joined,1
9408,2368613,Yes,62,60,E1,71.43,57.14,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,26,Not Joined,1
9409,2368633,Yes,86,60,E2,22.22,14.31,-6.47,No,No,Female,Direct,6,INFRA,Gurgaon,29,Not Joined,1
9410,2368707,No,116,90,E1,24.48,24.48,0,No,No,Male,Direct,5,BFSI,Chennai,28,Not Joined,1
9411,2368787,Yes,99,60,E1,33.93,23.21,-8,No,No,Male,Direct,5,ERS,Chennai,30,Not Joined,1
9412,2368938,No,121,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,22,Not Joined,1
9413,2368939,No,121,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined,1
9414,2368950,No,18,60,E1,35.14,35.14,0,No,No,Male,Direct,3,ETS,Bangalore,27,Not Joined,1
9415,2369819,No,0,60,E2,22.09,25.23,2.57,No,No,Male,Employee Referral,7,INFRA,Chennai,28,Not Joined,1
9416,2372058,No,2,60,E2,70,60,-5.88,No,No,Male,Direct,7,ETS,Bangalore,31,Not Joined,1
9417,2372079,Yes,14,30,E1,57.14,57.14,0,No,No,Female,Direct,3,ETS,Bangalore,26,Not Joined,1
9418,2372156,Yes,26,30,E1,27.27,9.09,-14.29,No,No,Male,Agency,4,AXON,Chennai,26,Not Joined,1
9419,2372428,Yes,43,30,E1,75,75,0,No,No,Male,Agency,5,BFSI,Bangalore,28,Not Joined,1
9420,2372432,No,7,45,E1,76.17,59.59,-9.41,No,No,Male,Direct,3,ETS,Chennai,26,Not Joined,1
9421,2372436,Yes,21,60,E1,28.21,28.21,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Not Joined,1
9422,2372454,Yes,3,30,E1,51.72,37.93,-9.09,No,No,Male,Agency,3,ERS,Hyderabad,29,Not Joined,1
9423,2372475,No,6,90,E2,5.88,0,-5.56,No,No,Male,Agency,6,BFSI,Bangalore,31,Not Joined,1
9424,2372529,No,15,30,E2,53.85,50.43,-2.22,No,No,Male,Agency,6,BFSI,Bangalore,29,Not Joined,1
9425,2372561,No,2,60,E1,33.33,33.33,0,No,No,Female,Direct,3,ETS,Chennai,27,Not Joined,1
9426,2372586,Yes,4,60,E1,48.94,27.66,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,27,Not Joined,1
9427,2372590,No,2,30,E1,70,40,-17.65,No,No,Male,Agency,4,BFSI,Bangalore,28,Not Joined,1
9428,2372596,No,1,60,E1,65.39,52.67,-7.69,No,No,Male,Agency,4,BFSI,Bangalore,31,Not Joined,1
9429,2372643,No,119,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,Not Joined,1
9430,2372644,No,119,30,E0,42.86,42.86,0,No,No,Female,Employee Referral,0,INFRA,Noida,23,Not Joined,1
9431,2372649,No,102,30,E1,48.81,33.93,-10,No,No,Male,Agency,3,BFSI,Bangalore,29,Not Joined,1
9432,2372668,No,4,60,E1,71.88,59.38,-7.27,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined,1
9433,2372679,No,4,30,E2,22.7,13.94,-7.14,No,No,Male,Agency,8,BFSI,Bangalore,44,Not Joined,1
9434,2372885,No,61,60,E2,45.45,54.55,6.25,No,No,Male,Direct,7,EAS,Hyderabad,30,Not Joined,1
9435,2375283,No,0,90,E1,32.53,32.53,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined,1
9436,2375574,Yes,14,90,E1,62.79,-9.3,-44.29,No,No,Female,Agency,1,ERS,Chennai,23,Not Joined,1
9437,2378043,Yes,7,30,E2,14.29,4.76,-8.33,No,No,Male,Agency,6,BFSI,Bangalore,31,Not Joined,1
9438,2378075,No,4,60,E1,61.29,25.81,-22,No,No,Male,Agency,2,ERS,Chennai,27,Not Joined,1
9439,2378084,Yes,7,30,E1,18.18,18.18,0,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined,1
9440,2378210,No,102,30,E1,42.86,42.86,0,No,No,Male,Agency,7,BFSI,Bangalore,36,Not Joined,1
9441,2378237,No,0,60,E3,42.86,39.29,-2.5,No,No,Male,Agency,6,INFRA,Noida,28,Not Joined,1
9442,2378317,No,6,60,E1,57.14,51.43,-3.64,No,No,Female,Employee Referral,3,ETS,Bangalore,29,Not Joined,1
9443,2378347,No,4,60,E1,15.38,28.21,11.11,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined,1
9444,2378357,No,15,30,E2,41.3,41.3,0,No,No,Female,Direct,3,INFRA,Noida,26,Not Joined,1
9445,2378458,Yes,96,30,E1,41.3,33.7,-5.38,No,No,Female,Agency,4,ERS,Chennai,28,Not Joined,1
9446,2378753,Yes,47,30,E2,44.44,7.8,-25.37,No,No,Male,Employee Referral,3,INFRA,Noida,36,Not Joined,1
9447,2382802,No,8,30,E1,12.07,12.07,0,No,No,Male,Employee Referral,3,Healthcare,Chennai,25,Not Joined,1
9448,2382873,No,0,90,E2,29.51,29.51,0,No,No,Male,Agency,4,INFRA,Noida,28,Not Joined,1
9449,2382992,Yes,0,60,E3,30,22,-6.15,No,No,Male,Employee Referral,15,INFRA,Noida,36,Not Joined,1
9450,2383225,No,13,45,E1,20.43,20.43,0,No,No,Female,Agency,4,ERS,Hyderabad,27,Not Joined,1
9451,2383243,No,0,30,E1,62.64,54.24,-5.16,No,No,Female,Direct,2,INFRA,Bangalore,26,Not Joined,1
9452,2383271,Yes,1,60,E1,38.41,34.95,-2.5,No,No,Male,Direct,4,EAS,Chennai,29,Not Joined,1
9453,2383321,No,2,60,E2,40,80,28.57,No,No,Female,Direct,4,INFRA,Noida,25,Not Joined,1
9454,2383410,Yes,113,30,E1,44.44,42.22,-1.54,No,No,Female,Direct,7,ERS,Bangalore,27,Not Joined,1
9455,2386442,No,5,30,E2,28.08,23.29,-3.74,No,No,Male,Agency,5,BFSI,Gurgaon,30,Not Joined,1
9456,2386448,Yes,30,60,E2,43.94,43.94,0,No,No,Male,Agency,7,BFSI,Gurgaon,35,Not Joined,1
9457,2386522,Yes,56,30,E1,20.37,20.37,0,No,No,Male,Agency,5,BFSI,Gurgaon,28,Not Joined,1
9458,2386837,No,51,60,E2,36.36,36.36,0,No,No,Male,Agency,5,INFRA,Chennai,25,Not Joined,1
9459,2392734,Yes,6,30,E1,30,30,0,No,No,Male,Direct,4,BFSI,Bangalore,31,Not Joined,1
9460,2394922,Yes,4,30,E1,96.43,78.57,-9.09,No,No,Female,Direct,3,BFSI,Bangalore,27,Not Joined,1
9461,2395448,No,0,30,E2,65.71,65.71,0,No,No,Male,Employee Referral,4,INFRA,Noida,26,Not Joined,1
9462,2397203,Yes,11,60,E2,61.29,57.26,-2.5,No,No,Male,Direct,6,CSMP,Noida,30,Not Joined,1
9463,2398759,No,5,90,E1,55.88,39.09,-10.77,No,No,Male,Direct,3,ETS,Bangalore,26,Not Joined,1
9464,2398794,Yes,41,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,4,BFSI,Bangalore,28,Not Joined,1
9465,2398799,Yes,26,60,E2,41.08,58.71,12.5,No,No,Female,Direct,4,INFRA,Chennai,29,Not Joined,1
9466,2399324,Yes,48,60,E1,19.72,-1.41,-17.65,No,No,Male,Direct,4,ETS,Hyderabad,30,Not Joined,1
9467,2399488,No,17,30,E2,11.76,11.76,0,No,No,Male,Agency,7,BFSI,Bangalore,40,Not Joined,1
9468,2399531,No,5,30,E1,3.17,3.17,0,No,No,Female,Agency,4,BFSI,Bangalore,28,Not Joined,1
9469,2399708,Yes,59,30,E3,17.68,17.68,0,No,No,Male,Agency,10,INFRA,Noida,31,Not Joined,1
9470,2400015,No,61,60,E1,50.54,50.54,0,No,No,Female,Direct,3,ETS,Bangalore,27,Not Joined,1
9471,2400376,No,17,90,E3,36.84,31.58,-3.85,No,No,Male,Direct,10,INFRA,Chennai,42,Not Joined,1
9472,2403850,No,0,60,E2,37.5,150,81.82,No,No,Male,Direct,10,INFRA,Chennai,37,Not Joined,1
9473,2405008,Yes,4,60,E1,87.5,64.06,-12.5,No,No,Male,Employee Referral,3,EAS,Hyderabad,25,Not Joined,1
9474,2405580,No,111,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,25,Not Joined,1
9475,2406900,Yes,107,30,E1,42.86,23.81,-13.33,No,No,Male,Direct,4,BFSI,Bangalore,30,Not Joined,1
9476,2406910,No,3,60,E1,85.71,28.57,-30.77,No,No,Male,Agency,3,ERS,Hyderabad,27,Not Joined,1
9477,2406944,Yes,3,30,E2,38.46,23.08,-11.11,No,No,Male,Agency,6,ERS,Chennai,27,Not Joined,1
9478,2407172,No,12,30,E1,42.86,42.86,0,No,No,Male,Direct,1,INFRA,Kolkata,25,Not Joined,1
9479,2407663,Yes,24,30,E1,50,50,0,No,No,Male,Direct,3,CSMP,Chennai,26,Not Joined,1
9480,2407687,No,11,60,E1,11.86,18.57,6,No,No,Male,Direct,3,CSMP,Chennai,25,Not Joined,1
9481,2410343,No,109,30,E2,60.92,37.93,-14.29,No,No,Male,Agency,8,AXON,Kolkata,35,Not Joined,1
9482,2410445,No,0,30,E1,14.29,11.43,-2.5,No,No,Male,Direct,5,ETS,Chennai,28,Not Joined,1
9483,2416400,Yes,6,30,E2,6.19,3.98,-2.08,No,No,Male,Agency,6,EAS,Chennai,29,Not Joined,1
9484,2416557,No,3,60,E1,40.63,50,6.67,No,No,Male,Direct,3,ERS,Chennai,25,Not Joined,1
9485,2416564,Yes,2,30,E1,34.62,44.23,7.14,No,No,Female,Agency,4,BFSI,Bangalore,29,Not Joined,1
9486,2416574,Yes,14,90,E2,41.18,41.18,0,No,No,Female,Direct,6,ERS,Chennai,29,Not Joined,1
9487,2416616,Yes,21,30,E1,53.85,61.54,5,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined,1
9488,2416708,Yes,8,30,E1,0,3.45,3.45,No,No,Female,Direct,4,BFSI,Bangalore,27,Not Joined,1
9489,2416716,No,35,90,E1,44.44,38.89,-3.85,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined,1
9490,2416819,No,8,60,E2,39.13,21.74,-12.5,No,No,Male,Direct,11,ERS,Chennai,36,Not Joined,1
9491,2416876,Yes,14,60,E1,64.68,64.68,0,No,No,Female,Agency,4,ERS,Bangalore,27,Not Joined,1
9492,2417002,No,58,60,E1,71.88,71.88,0,No,No,Female,Agency,3,BFSI,Bangalore,25,Not Joined,1
9493,2417007,Yes,46,60,E1,66.67,44.44,-13.33,No,No,Female,Agency,3,ERS,Chennai,27,Not Joined,1
9494,2417013,No,19,30,E1,20.93,4.65,-13.46,No,No,Male,Agency,3,ERS,Hyderabad,28,Not Joined,1
9495,2417016,No,3,30,E1,42.86,42.86,0,No,No,Male,Agency,3,ERS,Hyderabad,26,Not Joined,1
9496,2417041,Yes,8,60,E1,50,50,0,No,No,Male,Agency,3,BFSI,Bangalore,28,Not Joined,1
9497,2417100,Yes,97,90,E1,17.65,17.65,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Not Joined,1
9498,2417145,Yes,115,60,E1,62.5,31.25,-19.23,Yes,No,Male,Agency,3,ERS,Chennai,25,Not Joined,1
9499,2417155,Yes,22,60,E1,52.67,39.95,-8.33,No,No,Male,Agency,3,BFSI,Bangalore,26,Not Joined,1
9500,2417667,Yes,84,60,E2,63.93,42.62,-13,No,No,Male,Direct,6,CSMP,Hyderabad,31,Not Joined,1
9501,2419671,Yes,15,30,E1,15.38,34.62,16.67,No,No,Female,Agency,3,BFSI,Bangalore,26,Not Joined,1
9502,2419702,No,2,30,E1,10.53,10.53,0,No,No,Male,Direct,3,BFSI,Chennai,25,Not Joined,1
9503,2419731,Yes,10,30,E1,44.74,18.42,-18.18,No,No,Male,Direct,3,ERS,Chennai,28,Not Joined,1
9504,2419923,Yes,37,30,E1,59.18,59.18,0,No,No,Male,Agency,4,ETS,Chennai,35,Not Joined,1
9505,2420009,Yes,114,30,E1,66.67,42.59,-14.44,No,No,Female,Agency,5,BFSI,Bangalore,31,Not Joined,1
9506,2420033,Yes,110,60,E1,0,0,0,No,No,Female,Agency,3,BFSI,Bangalore,28,Not Joined,1
9507,2420041,No,35,90,E1,71.43,57.14,-8.33,No,No,Male,Agency,3,BFSI,Bangalore,28,Not Joined,1
9508,2420057,No,12,90,E1,58.54,34.15,-15.38,No,No,Female,Agency,3,BFSI,Bangalore,26,Not Joined,1
9509,2420064,Yes,51,60,E1,66.67,21.53,-27.08,No,No,Male,Agency,3,ERS,Chennai,31,Not Joined,1
9510,2420162,No,2,30,E1,55.56,28.89,-17.14,No,No,Female,Agency,5,BFSI,Chennai,27,Not Joined,1
9511,2420181,No,22,90,E1,57.75,43.66,-8.93,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined,1
9512,2420194,Yes,1,45,E1,38.89,38.89,0,No,No,Male,Direct,3,BFSI,Bangalore,25,Not Joined,1
9513,2420231,Yes,73,45,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,26,Not Joined,1
9514,2420246,No,3,30,E1,9.76,9.76,0,No,No,Male,Direct,5,BFSI,Bangalore,31,Not Joined,1
9515,2420254,Yes,11,60,E1,76.47,54.41,-12.5,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined,1
9516,2420272,No,81,45,E1,68.83,68.83,0,No,No,Female,Agency,3,ETS,Bangalore,26,Not Joined,1
9517,2420310,No,107,60,E1,20.83,4.17,-13.79,Yes,No,Male,Employee Referral,3,ERS,Chennai,25,Not Joined,1
9518,2420344,Yes,39,90,E1,16.67,10,-5.71,No,No,Female,Direct,4,ERS,Chennai,26,Not Joined,1
9519,2420349,Yes,88,60,E1,76.32,76.32,0,No,No,Female,Agency,3,ETS,Chennai,26,Not Joined,1
9520,2420368,Yes,42,60,E1,63.73,63.73,0,No,No,Female,Agency,3,ETS,Chennai,26,Not Joined,1
9521,2420376,Yes,28,60,E1,66.67,55.56,-6.67,No,No,Male,Agency,3,ETS,Bangalore,29,Not Joined,1
9522,2420412,No,109,60,E1,66.67,51.52,-9.09,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined,1
9523,2420413,Yes,110,30,E1,39.53,39.53,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Not Joined,1
9524,2420423,Yes,5,60,E2,20,19.47,-0.44,No,No,Male,Direct,7,BFSI,Bangalore,33,Not Joined,1
9525,2420454,No,0,90,E2,28.57,-14.29,-33.33,No,No,Male,Agency,5,INFRA,Noida,36,Not Joined,1
9526,2420587,Yes,109,30,E1,66.67,59.52,-4.29,No,No,Female,Direct,3,EAS,Noida,27,Not Joined,1
9527,2420650,No,2,45,E2,24.02,17.49,-5.26,No,No,Male,Direct,6,BFSI,Bangalore,36,Not Joined,1
9528,2420738,No,1,30,E1,40,21,-13.57,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined,1
9529,2424061,Yes,28,60,E1,25,51.01,20.81,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined,1
9530,2424076,No,2,60,E1,71.05,52.63,-10.77,No,No,Male,Agency,4,ERS,Chennai,28,Not Joined,1
9531,2424250,No,2,60,E2,29.12,29.12,0,No,No,Male,Direct,7,BFSI,Chennai,30,Not Joined,1
9532,2424254,No,2,30,E2,22.11,22.11,0,No,No,Male,Direct,5,AXON,Noida,28,Not Joined,1
9533,2424272,No,11,30,E2,26.98,11.11,-12.5,No,No,Male,Agency,9,BFSI,Bangalore,36,Not Joined,1
9534,2424399,Yes,120,60,E2,41.3,41.3,0,No,No,Male,Direct,6,INFRA,Bangalore,36,Not Joined,1
9535,2424434,No,2,90,E2,41.43,41.43,0,No,No,Male,Direct,6,BFSI,Bangalore,33,Not Joined,1
9536,2424492,No,22,30,E1,100,73.33,-13.33,No,No,Male,Direct,5,BFSI,Chennai,32,Not Joined,1
9537,2424519,No,22,60,E1,50.6,38.55,-8,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,Not Joined,1
9538,2424572,No,16,45,E2,29.78,17.49,-9.47,No,No,Male,Direct,7,BFSI,Chennai,30,Not Joined,1
9539,2424954,No,24,45,E1,56.25,38.54,-11.33,No,No,Male,Direct,6,BFSI,Chennai,31,Not Joined,1
9540,2424970,No,0,60,E2,41.96,35.65,-4.44,No,No,Male,Employee Referral,7,BFSI,Chennai,29,Not Joined,1
9541,2427413,No,2,30,E1,45.5,32.28,-9.09,No,No,Male,Agency,3,ERS,Chennai,27,Not Joined,1
9542,2427703,No,2,60,E2,21.58,10.33,-9.25,No,No,Male,Agency,6,ERS,Chennai,32,Not Joined,1
9543,2430750,No,34,30,E1,59.33,59.33,0,No,No,Male,Direct,3,BFSI,Chennai,27,Not Joined,1
9544,2430972,Yes,53,60,E1,51.16,22.09,-19.23,No,No,Male,Agency,3,ERS,Bangalore,26,Not Joined,1
9545,2431097,No,0,30,E1,75,66.67,-4.76,No,No,Male,Agency,3,ERS,Chennai,31,Not Joined,1
9546,2431186,Yes,53,60,E1,49.25,19.4,-20,Yes,No,Male,Direct,5,ERS,Chennai,28,Not Joined,1
9547,2431372,No,100,30,E2,38.73,27.17,-8.33,No,No,Male,Direct,8,ERS,Chennai,31,Not Joined,1
9548,2431412,Yes,9,30,E2,67.83,60.84,-4.17,No,No,Male,Direct,7,AXON,Bangalore,30,Not Joined,1
9549,2431444,Yes,107,30,E1,7.69,-15.38,-21.43,No,No,Male,Employee Referral,6,BFSI,Chennai,31,Not Joined,1
9550,2436405,No,4,30,E1,75.16,36.94,-21.82,No,No,Male,Direct,3,CSMP,Noida,29,Not Joined,1
9551,2437038,No,3,45,E1,20.97,-3.23,-20,No,No,Male,Direct,4,CSMP,Noida,28,Not Joined,1
9552,2437336,Yes,6,30,E2,26.32,36.84,8.33,No,No,Male,Direct,7,EAS,Bangalore,30,Not Joined,1
9553,2437705,Yes,12,30,E1,0,-10,-10,No,No,Female,Direct,2,ERS,Chennai,24,Not Joined,1
9554,2437762,No,21,30,E1,81.22,48.27,-18.18,No,No,Male,Direct,3,BFSI,Mumbai,29,Not Joined,1
9555,2440803,No,6,60,E3,40,33.33,-4.76,No,No,Male,Direct,6,INFRA,Bangalore,31,Not Joined,1
9556,2440829,No,18,90,E1,13.33,13.33,0,No,No,Male,Agency,6,BFSI,Chennai,31,Not Joined,1
9557,2440992,No,2,60,E2,15.47,7.39,-7,No,No,Male,Agency,6,ERS,Hyderabad,29,Not Joined,1
9558,2440995,No,29,45,E1,58.49,24.53,-21.43,No,No,Male,Direct,4,ERS,Chennai,27,Not Joined,1
9559,2441001,No,2,60,E1,37.42,5.71,-23.08,No,No,Male,Agency,3,ERS,Hyderabad,28,Not Joined,1
9560,2441052,Yes,27,90,E2,11.11,11.11,0,No,No,Male,Direct,6,AXON,Noida,39,Not Joined,1
9561,2441069,No,13,60,E1,31.25,31.25,0,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined,1
9562,2441121,Yes,4,60,E1,45.63,45.63,0,No,No,Male,Direct,3,ERS,Chennai,25,Not Joined,1
9563,2441126,Yes,49,60,E1,48.57,28.57,-13.46,No,No,Male,Agency,3,ERS,Hyderabad,28,Not Joined,1
9564,2441143,Yes,3,60,E1,21.21,31.31,8.33,No,No,Male,Direct,4,ERS,Chennai,29,Not Joined,1
9565,2441302,Yes,7,60,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,ERS,Chennai,25,Not Joined,1
9566,2441365,Yes,1,30,E2,37.5,48.53,8.02,No,No,Male,Direct,3,INFRA,Noida,26,Not Joined,1
9567,2444086,No,2,60,E1,53.2,53.2,0,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined,1
9568,2444227,No,4,90,E1,22.89,22.89,0,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined,1
9569,2444280,No,93,60,E1,43.6,43.6,0,No,No,Male,Direct,4,BFSI,Bangalore,31,Not Joined,1
9570,2444438,No,101,60,E1,47.06,25,-15,No,No,Male,Direct,3,BFSI,Chennai,27,Not Joined,1
9571,2444447,No,5,60,E1,57.07,43.98,-8.33,No,No,Male,Direct,5,BFSI,Chennai,29,Not Joined,1
9572,2444460,Yes,19,60,E3,35.41,38.42,2.22,No,No,Male,Direct,7,INFRA,Chennai,30,Not Joined,1
9573,2444519,No,57,90,E1,71.05,34.21,-21.54,No,No,Female,Direct,3,BFSI,Chennai,27,Not Joined,1
9574,2444577,Yes,60,60,E2,32.45,32.45,0,Yes,No,Male,Agency,5,ETS,Bangalore,28,Not Joined,1
9575,2444647,No,0,30,E2,37.5,12.5,-18.18,No,No,Male,Agency,3,INFRA,Mumbai,26,Not Joined,1
9576,2444791,No,2,30,E1,53.85,40.38,-8.75,No,No,Female,Direct,5,CSMP,Gurgaon,28,Not Joined,1
9577,2444832,No,2,30,E1,5,5,0,No,No,Male,Agency,3,ERS,Chennai,25,Not Joined,1
9578,2448268,No,38,30,E2,50,37.5,-8.33,No,No,Male,Agency,10,BFSI,Bangalore,34,Not Joined,1
9579,2448276,No,0,30,E2,37.5,22.5,-10.91,No,No,Male,Agency,4,INFRA,Mumbai,27,Not Joined,1
9580,2448418,No,1,30,E1,37.1,37.1,0,No,No,Female,Direct,4,BFSI,Chennai,25,Not Joined,1
9581,2448550,Yes,4,30,E1,40,34.4,-4,No,No,Female,Direct,2,INFRA,Gurgaon,25,Not Joined,1
9582,2448563,No,38,30,E2,50,66.67,11.11,No,No,Male,Direct,2,INFRA,Noida,27,Not Joined,1
9583,2448612,Yes,6,60,E2,31.03,31.03,0,No,No,Female,Direct,5,INFRA,Chennai,31,Not Joined,1
9584,2448678,No,4,60,E1,108.33,78.75,-14.2,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined,1
9585,2448823,No,41,30,E1,31.82,9.09,-17.24,No,No,Male,Agency,3,INFRA,Noida,27,Not Joined,1
9586,2448829,No,1,30,E1,40.63,13.44,-19.33,No,No,Male,Direct,5,ERS,Chennai,28,Not Joined,1
9587,2450432,Yes,4,30,E1,63.27,42.86,-12.5,No,No,Male,Direct,3,AXON,Bangalore,27,Not Joined,1
9588,2451911,No,13,30,E2,30,21.36,-6.65,No,No,Male,Agency,7,BFSI,Bangalore,31,Not Joined,1
9589,2452092,No,0,30,E2,10.57,10.57,0,No,No,Female,Direct,6,INFRA,Noida,31,Not Joined,1
9590,2452142,No,3,90,E2,15.08,15.08,0,No,No,Male,Employee Referral,6,AXON,Noida,30,Not Joined,1
9591,2452226,Yes,35,90,E2,42.86,95.71,37,No,No,Male,Direct,3,INFRA,Noida,26,Not Joined,1
9592,2452252,Yes,49,60,E1,25,20.83,-3.33,No,No,Male,Agency,4,ERS,Noida,27,Not Joined,1
9593,2452267,No,15,60,E1,40.19,16.82,-16.67,No,No,Male,Direct,4,BFSI,Chennai,27,Not Joined,1
9594,2452309,No,2,90,E1,10.6,3.69,-6.25,No,No,Male,Agency,3,CSMP,Gurgaon,25,Not Joined,1
9595,2452311,No,94,45,E1,108.33,31.25,-37,No,No,Male,Direct,2,ERS,Chennai,25,Not Joined,1
9596,2452343,Yes,4,60,E2,40,25,-10.71,Yes,No,Male,Direct,9,ERS,Chennai,34,Not Joined,1
9597,2452540,No,20,60,E2,33.11,58.07,18.75,No,No,Male,Agency,8,ETS,Bangalore,31,Not Joined,1
9598,2457490,Yes,81,30,E1,66.67,42.86,-14.29,No,No,Male,Direct,3,AXON,Noida,26,Not Joined,1
9599,2460233,Yes,44,45,E1,37.74,37.74,0,No,No,Male,Direct,4,ETS,Gurgaon,30,Not Joined,1
9600,2460281,Yes,3,90,E1,22.22,33.33,9.09,No,No,Male,Direct,3,ERS,Noida,26,Not Joined,1
9601,2460326,No,19,30,E2,38.25,42.86,3.33,No,No,Female,Agency,6,ERS,Chennai,30,Not Joined,1
9602,2460494,Yes,8,60,E1,22.22,38.89,13.64,No,No,Male,Direct,5,ERS,Noida,29,Not Joined,1
9603,2460590,No,3,60,E2,9.09,90.91,75,No,No,Male,Agency,6,ERS,Noida,30,Not Joined,1
9604,2460653,No,2,90,E1,27.74,25.3,-1.9,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined,1
9605,2460798,Yes,9,90,E2,34.67,36,0.99,No,No,Male,Direct,4,INFRA,Bangalore,35,Not Joined,1
9606,2460799,Yes,83,45,E3,38.89,22.22,-12,No,No,Male,Agency,13,ETS,Bangalore,36,Not Joined,1
9607,2460844,Yes,9,30,E1,23.29,16.44,-5.56,No,No,Male,Direct,4,ETS,Bangalore,28,Not Joined,1
9608,2460931,No,1,90,E1,37.5,35,-1.82,No,No,Male,Employee Referral,4,CSMP,Noida,31,Not Joined,1
9609,2463796,Yes,81,90,E1,86.1,48.88,-20,No,No,Male,Agency,5,ERS,Chennai,27,Not Joined,1
9610,2463840,Yes,30,90,E1,29.63,25.93,-2.86,No,No,Male,Agency,6,ERS,Bangalore,30,Not Joined,1
9611,2463841,No,56,30,E2,15.18,15.18,0,No,No,Male,Agency,7,ERS,Chennai,35,Not Joined,1
9612,2464034,No,1,30,E1,37.5,-40,-56.36,No,No,Female,Direct,2,INFRA,Kolkata,29,Not Joined,1
9613,2464154,Yes,5,60,E1,52.17,36.96,-10,No,No,Male,Agency,4,ERS,Bangalore,27,Not Joined,1
9614,2464166,No,2,30,E1,66.67,41.67,-15,No,No,Male,Agency,3,ERS,Bangalore,28,Not Joined,1
9615,2464239,No,4,60,E1,35.4,35.4,0,No,No,Male,Direct,4,ERS,Chennai,27,Not Joined,1
9616,2464249,Yes,5,60,E2,22.02,22.02,0,No,No,Male,Direct,7,INFRA,Chennai,32,Not Joined,1
9617,2464262,Yes,94,30,E1,44.14,33.33,-7.5,No,No,Male,Agency,4,ERS,Chennai,27,Not Joined,1
9618,2464391,No,2,90,E1,47.06,30,-11.6,No,No,Male,Agency,3,ERS,Pune,26,Not Joined,1
9619,2464477,No,2,90,E2,72.41,55.17,-10,No,No,Male,Direct,6,BFSI,Bangalore,29,Not Joined,1
9620,2464539,No,7,30,E1,55.56,44.44,-7.14,No,No,Female,Agency,4,ERS,Chennai,28,Not Joined,1
9621,2464566,No,62,30,E2,20,17,-2.5,No,No,Male,Agency,9,ERS,Chennai,38,Not Joined,1
9622,2464643,Yes,18,60,E1,30.43,23.19,-5.56,No,No,Male,Direct,4,AXON,Noida,28,Not Joined,1
9623,2464692,Yes,69,90,E2,40.45,29.21,-8,No,No,Male,Agency,8,BFSI,Bangalore,34,Not Joined,1
9624,2464720,No,1,30,E2,40,40,0,No,No,Male,Agency,4,INFRA,Chennai,26,Not Joined,1
9625,2465013,Yes,23,30,E2,41.18,22.35,-13.33,No,No,Male,Employee Referral,6,CSMP,Kolkata,29,Not Joined,1
